classID,className,pt1,eta1,phi1,pt2,eta2,phi2,weight,BDT
0,Signal,1.9602516,6.15417,-0.6354512,0.53632987,6.8559465,-2.3766763,1.0,0.19991878
0,Signal,1.5695491,5.718485,-1.6550416,0.57354516,2.60652,1.0057323,1.0,0.019788254
0,Signal,1.8460991,-6.8256516,0.8086976,0.6649528,1.1721119,-0.17242453,1.0,0.19511065
0,Signal,1.4876277,3.3491802,1.24472,0.85876083,-6.9278293,1.0407451,1.0,0.04290519
1,Background,0.6206005,4.3365326,0.7507717,0.47513855,8.260584,-2.4704547,1.0,-0.1220724
1,Background,0.99811107,-0.04845714,2.4901154,0.7943623,-2.88829,2.5178978,1.0,-0.16537154
0,Signal,1.5357662,1.2290717,0.2476081,0.32540172,-5.0792766,-0.5439432,1.0,0.13523807
0,Signal,1.5893552,-0.6536819,1.5114765,0.90712893,-1.2790169,-0.9027999,1.0,0.015260754
0,Signal,2.6617837,-2.8556361,-1.5353346,0.4897309,3.037408,0.2799419,1.0,0.24074534
0,Signal,2.1338754,-6.5144258,-1.9003514,0.7273784,-0.82079446,-0.87026656,1.0,0.19668491
1,Background,0.9279006,0.49399486,-0.21256438,0.8732375,2.2873056,-0.6276872,1.0,-0.079474024
0,Signal,1.7165786,5.1245747,-1.7518382,0.48453078,-4.5930986,2.6176615,1.0,0.2008193
0,Signal,7.2921343,1.3583995,-2.3558347,1.6142328,2.3016684,-0.17876974,1.0,0.1762344
0,Signal,1.2450501,4.070946,1.7593011,0.89911276,5.4472237,-2.4664953,1.0,-0.039898746
1,Background,0.5824245,-5.8360167,0.7594127,0.5470195,-0.009187527,0.57403666,1.0,-0.10214893
0,Signal,1.1357396,5.7445645,1.7384251,0.8204945,-6.4871864,0.5299319,1.0,0.024473576
0,Signal,3.3569138,-6.041938,2.1745338,1.5928862,6.2810626,2.0323145,1.0,0.2162373
1,Background,0.8070994,5.1828337,1.8099642,0.5300655,8.8272085,1.8872843,1.0,-0.07893241
0,Signal,4.542309,1.466343,-2.8666215,0.91057444,1.2430847,1.2432815,1.0,0.29336947
1,Background,0.74064547,5.612827,2.1057954,0.6308476,7.4789333,0.41210574,1.0,-0.13025452
1,Background,2.606062,-3.1821601,-0.6698519,1.1942253,-4.337387,1.895206,1.0,0.0884647
1,Background,0.66798896,-1.7169245,0.4287442,0.6066869,4.528446,1.71299,1.0,-0.14735866
0,Signal,4.5699396,5.6902103,0.17901075,1.4084874,0.3249284,-3.1123013,1.0,0.24176778
0,Signal,4.941105,0.7978688,-0.5828881,1.1036804,1.2485307,-2.8678727,1.0,0.31303382
1,Background,0.87361395,-0.3834927,-2.5593374,0.82603276,-4.958142,-0.12836869,1.0,-0.12718876
1,Background,0.9162466,-1.8132979,-0.5124694,0.6473976,-5.4980674,1.4061608,1.0,-0.053703945
0,Signal,1.5966115,5.8924847,-2.2806075,0.37326118,-0.24589917,-1.7162145,1.0,0.17539859
1,Background,0.6603791,6.220382,0.54170394,0.48191667,6.105438,0.7519075,1.0,-0.16889627
1,Background,1.2129427,0.36882532,-0.6276341,0.86447024,7.508122,0.16516164,1.0,-0.013410026
0,Signal,4.1852827,-0.54260516,-2.0930266,1.2036728,2.6377923,-0.44482684,1.0,0.2060799
1,Background,0.6298475,-0.106585614,2.3851604,0.59176296,-0.49938253,-0.9839822,1.0,-0.13347398
0,Signal,0.49019235,-5.7569966,2.272804,0.49003902,-0.22574648,1.8920037,1.0,-0.09431485
1,Background,0.77668536,-8.337256,2.0364013,0.6664121,5.5937977,2.887238,1.0,-0.15255779
0,Signal,3.5371673,3.1438756,-0.69581234,0.5267353,5.2098036,2.5139747,1.0,0.29698092
1,Background,1.1004157,5.0297585,-1.1966255,0.546343,-3.6127028,1.8026458,1.0,0.01661326
1,Background,0.43343192,6.943031,-2.9101908,0.42832506,-2.6897476,1.3736924,1.0,-0.13600905
1,Background,0.6620957,0.0858254,0.8878302,0.59363806,6.778716,2.7545485,1.0,-0.14097336
1,Background,0.77236885,5.725598,-1.8969277,0.51606816,3.3700747,-0.976864,1.0,-0.12458438
0,Signal,2.8348653,-6.466329,1.834332,1.3864112,4.057232,-1.7524828,1.0,0.080220476
1,Background,0.99977976,-6.7391915,2.858212,0.5154067,-6.2381616,0.23528555,1.0,-0.05285552
1,Background,0.6907405,-7.4697275,1.3549365,0.6876305,-2.9821208,-0.85034895,1.0,-0.10599342
0,Signal,1.446639,-2.3737986,-1.2531356,0.77859294,-6.687251,-0.34936047,1.0,0.049351808
0,Signal,7.8055463,-2.3840055,1.2872629,1.2426955,1.9102892,-0.5581204,1.0,0.25886324
0,Signal,2.417149,-1.3779216,-0.14100707,0.5071253,0.6380893,-1.8886839,1.0,0.20199254
0,Signal,3.4483552,2.81355,0.21269259,1.3856304,-3.601184,-0.86799914,1.0,0.15783428
1,Background,0.87769943,6.0165987,-1.8253703,0.7560343,-0.482337,1.6943965,1.0,-0.11681745
1,Background,0.79813683,6.2039113,3.0033138,0.73896444,-4.1451116,-1.3626412,1.0,-0.10929113
0,Signal,2.9651144,-3.8396251,3.0329006,0.95010453,-5.8299575,-0.32905397,1.0,0.28196603
1,Background,0.82439727,2.0928702,-1.7145461,0.7001544,0.4627045,0.9353629,1.0,-0.10874318
1,Background,1.2724166,-5.02886,0.18921606,0.7389395,3.6010373,-2.3010068,1.0,-0.018112965
0,Signal,1.8866394,7.734361,1.9398943,0.89684665,-0.406406,-0.034279637,1.0,0.17018737
1,Background,0.39278045,-7.8692145,3.131231,0.32704014,-3.8210938,-0.44076672,1.0,-0.07953673
0,Signal,2.406473,-6.4668756,0.8657702,0.48355713,-2.9838135,-1.6064081,1.0,0.30192626
1,Background,0.6634766,0.94457775,2.6209044,0.50018764,3.3323617,-0.004326767,1.0,-0.14456038
0,Signal,1.3175466,-5.2407184,0.97991127,0.61738807,-2.201996,0.77988863,1.0,0.021019716
1,Background,1.3892405,7.849112,1.6232511,0.86553055,-2.4784994,-1.902689,1.0,0.0510319
0,Signal,4.634098,-3.8269677,0.018654874,1.4300371,-4.849837,3.0810478,1.0,0.15472114
1,Background,1.6122284,-1.5479001,-1.2785721,0.8096579,-1.5627648,1.5328304,1.0,0.04701208
0,Signal,3.189649,-5.924804,1.6188774,0.5032756,-4.5191565,1.250979,1.0,0.35876128
1,Background,0.8105297,-5.0574346,-1.2361604,0.5734993,6.26948,0.46279567,1.0,-0.110640936
0,Signal,0.8738771,9.124146,1.8131725,0.5809406,3.598712,2.2434514,1.0,-0.06466016
1,Background,1.9185432,3.257839,1.248247,1.7295715,6.9604044,-0.1702334,1.0,0.030501606
0,Signal,1.2740378,-5.7932005,0.97787654,0.86719453,1.6493472,3.1413329,1.0,-0.018129202
1,Background,0.4830164,-2.465005,-0.040822905,0.47446978,-2.6910982,0.12719563,1.0,-0.2036768
0,Signal,3.5228636,6.534108,2.0094898,1.1537719,-7.185336,2.854591,1.0,0.20524892
1,Background,0.6725013,2.422538,0.11950338,0.6554751,-1.1282442,1.9218125,1.0,-0.19068344
0,Signal,2.2372494,4.659165,2.817888,1.0074372,4.7289143,0.2928108,1.0,0.09593906
0,Signal,1.636783,-3.8281016,2.646477,0.88803566,-3.4487503,-0.06743582,1.0,0.007830797
0,Signal,2.4347649,-5.002538,-2.206213,0.6498901,4.8381486,1.0990412,1.0,0.24616395
0,Signal,2.587535,-3.883369,2.7739167,0.69234675,-6.7677283,-1.9009818,1.0,0.2616812
1,Background,0.818864,-1.4311395,3.0533955,0.5545788,3.736819,3.120795,1.0,-0.13629179
1,Background,0.6095672,-8.666704,2.8972178,0.5292118,0.7531933,-2.5964208,1.0,-0.09981297
0,Signal,1.7976431,-6.9530544,-2.636745,0.68656296,8.080801,3.0928168,1.0,0.14302549
0,Signal,1.8413869,-5.28069,1.0115333,0.3902587,5.925263,2.6663146,1.0,0.24807759
1,Background,0.7546643,1.6147295,-0.027057689,0.5959827,8.303035,2.7120812,1.0,-0.10133471
0,Signal,3.0994363,3.0910194,-0.25797358,0.7495465,-5.7791905,-0.8682466,1.0,0.29706165
1,Background,0.9690241,6.1429334,-1.4606696,0.6986658,-6.6240897,-0.37563697,1.0,-0.074574076
1,Background,0.5884883,7.018604,-0.076869205,0.49925712,7.4055023,3.0185666,1.0,-0.14555296
1,Background,1.0428247,-6.1276593,0.85844445,0.3890489,-3.7039132,-2.7077055,1.0,-0.051755868
1,Background,0.7662569,6.2207923,0.51858497,0.43061352,1.1244204,2.9426806,1.0,-0.09470224
1,Background,0.80562407,-3.7759275,2.939726,0.6993586,-0.11048055,-1.0919889,1.0,-0.13086693
1,Background,0.6270938,9.043326,-1.7189955,0.61773753,-4.6543937,2.0874887,1.0,-0.11205322
0,Signal,1.9384694,-5.81507,0.85143876,1.1837385,-5.0615125,-2.3543441,1.0,0.08977555
1,Background,0.6030011,-3.0100029,2.8233712,0.49619138,-6.3688836,-1.2428827,1.0,-0.112494215
0,Signal,1.6788472,-0.5226843,0.82406706,0.84161144,2.7450485,1.6072437,1.0,0.11407635
0,Signal,4.588582,-3.1630845,-1.1564584,0.9522096,2.226167,0.14256878,1.0,0.2913676
1,Background,0.9086296,2.0154917,0.6819599,0.52427244,-5.8220463,0.79884356,1.0,-0.065306276
1,Background,0.5631659,4.874255,-2.2119374,0.5191166,-0.2639331,2.8219771,1.0,-0.13011962
1,Background,0.5043759,7.2461395,2.0525107,0.37322354,1.6287518,-1.9916483,1.0,-0.11847604
0,Signal,2.200063,-6.9318776,1.5536602,0.57238847,2.5322094,1.1677536,1.0,0.28929722
0,Signal,1.079636,7.1663456,-3.1340604,0.542206,-2.354076,-0.32008278,1.0,-0.0116484435
0,Signal,9.04266,-3.2636878,-0.5812841,1.4875572,0.05491909,0.07372885,1.0,0.2102077
0,Signal,2.4197936,6.4751825,-3.1223102,0.87272036,-7.0069175,1.248265,1.0,0.22525285
0,Signal,4.9003983,-5.277183,2.189291,1.5375433,-4.5450263,-1.848476,1.0,0.1985597
1,Background,0.5636707,-5.8435326,-0.9695941,0.56192243,-5.744806,0.041325964,1.0,-0.10456153
0,Signal,2.1780221,-1.9458824,-2.3285875,0.56253165,7.4186134,-0.4145575,1.0,0.16520573
0,Signal,5.8070807,-5.505312,1.8171461,1.0278109,-4.2504234,-1.1586043,1.0,0.22536273
0,Signal,2.3694363,-5.455147,-0.76384515,1.8445939,-3.6252582,-2.0970314,1.0,0.036978338
1,Background,0.5587573,-7.0989647,-2.1365304,0.51653844,5.4405518,-2.083522,1.0,-0.18202922
1,Background,0.6253714,-5.109929,-1.2539349,0.6095629,3.319344,0.98177874,1.0,-0.17188767
0,Signal,4.5659685,0.1346488,2.1706076,1.0006168,5.702412,-2.2872515,1.0,0.23048122
1,Background,0.5724859,-2.2274115,2.4972334,0.55772054,-6.817463,0.77371454,1.0,-0.16594635
0,Signal,2.2515297,1.7075186,0.6197381,1.1014042,3.5661666,-2.7534528,1.0,0.089812055
0,Signal,1.9096149,3.114892,-0.12479907,0.6580972,-2.8381753,-0.6408719,1.0,0.115751706
1,Background,0.63191974,1.591478,-1.6100934,0.6238655,0.19715181,-1.3920828,1.0,-0.11149437
1,Background,0.5887133,5.6755495,2.6344023,0.43472603,3.8786669,2.5864208,1.0,-0.1459181
0,Signal,1.9291627,6.428861,1.4319181,0.8645115,-4.7910476,0.7540658,1.0,0.15106656
1,Background,0.67931175,3.5705328,-0.3044754,0.5733309,1.5340384,-1.7047558,1.0,-0.14267495
0,Signal,3.5230556,-6.2938766,0.6342751,0.83885515,8.354862,-1.192985,1.0,0.25490245
0,Signal,18.457644,-1.486861,-0.44288313,4.539952,1.4654425,0.19224638,1.0,0.16455401
0,Signal,0.9984957,-6.092055,-3.0225523,0.46312365,8.178253,3.0036793,1.0,-0.01285759
1,Background,0.44649732,-8.636771,1.2707512,0.4001024,-8.170878,3.1372044,1.0,-0.05820392
1,Background,0.51473206,-5.921033,1.9129823,0.49836284,3.5364277,-2.8448794,1.0,-0.17614858
0,Signal,2.2094042,2.0876029,-1.8354522,1.0309335,5.849472,1.5199326,1.0,0.1315321
1,Background,1.1108114,2.615473,1.5040735,1.0332936,7.4678516,0.13645558,1.0,-0.103662916
1,Background,1.0612828,5.3864484,-0.8315481,0.98601556,-2.9016092,2.2366588,1.0,-0.003457194
0,Signal,1.3434871,-4.8261247,0.3996406,0.79920995,7.133722,-0.5664399,1.0,0.03722356
1,Background,0.61467,2.706401,-0.570982,0.5475446,-7.108373,2.5312173,1.0,-0.14363013
1,Background,0.54092085,-5.454353,-1.3502653,0.51336354,-3.2931652,-0.8972604,1.0,-0.19240467
1,Background,1.064345,-6.717964,2.8792233,0.5147321,-7.0961494,0.023508463,1.0,-0.07187228
1,Background,0.5929797,8.646449,-1.4841676,0.5415375,3.028852,2.0319686,1.0,-0.100636005
0,Signal,1.0433671,-9.090179,-1.6724887,0.4562262,5.8320284,2.8257742,1.0,0.06414464
0,Signal,2.348496,5.386158,0.31610015,1.623192,7.1141515,1.4642961,1.0,0.18692058
0,Signal,2.0269449,2.1372144,1.9792713,1.1512868,0.88403845,-2.7594752,1.0,0.05086934
0,Signal,0.9624892,1.2032273,-0.37472087,0.8778376,-5.0819764,0.22369881,1.0,-0.03267929
1,Background,0.5439059,-1.1742355,-2.6583188,0.46472415,-6.144712,2.226076,1.0,-0.17477219
1,Background,1.0991216,1.0252023,-0.7630148,0.8600662,-2.191805,2.8725624,1.0,-0.06840659
1,Background,0.55179834,-2.8729498,1.0130514,0.5007613,0.41368562,2.7950094,1.0,-0.09743917
0,Signal,4.9607735,-4.9126234,2.0901847,1.6118547,-2.7991867,0.56710625,1.0,0.24053022
1,Background,0.76935357,-1.9232202,0.8916904,0.6909157,8.582903,-0.71677357,1.0,-0.10462422
1,Background,0.7057302,-7.2430325,0.17775625,0.42114297,-4.1230855,1.5524558,1.0,-0.13655
1,Background,0.61851764,-0.91588545,-2.715499,0.54909277,0.8303765,0.7660324,1.0,-0.13961263
0,Signal,3.0721316,5.3409142,2.6355622,1.179904,5.3074026,-0.69958425,1.0,0.25173676
1,Background,0.6922065,-3.0671446,1.979988,0.6852694,1.3344421,-1.5930818,1.0,-0.10965951
1,Background,0.65891206,-5.7845054,-1.4204706,0.37376413,8.010736,0.33643,1.0,-0.12137379
1,Background,0.49804437,-2.380218,2.6305451,0.45203826,-2.2374806,3.055632,1.0,-0.14502807
0,Signal,2.2761757,5.177762,1.8490604,0.6529936,-0.93596643,2.1769147,1.0,0.19539331
1,Background,0.7107846,-8.167865,-1.9539945,0.70987743,-4.2147236,-0.06785341,1.0,-0.11702151
1,Background,0.7372156,4.3511147,-2.9223912,0.5680573,4.660286,2.985122,1.0,-0.15964425
1,Background,0.47712603,3.593436,1.6353498,0.4713992,7.85274,0.9745031,1.0,-0.18976535
0,Signal,1.7923357,6.3852,2.3885658,0.9880131,6.6551504,-0.96164584,1.0,0.16048568
1,Background,0.8420267,4.5020022,-1.0641165,0.753608,-1.1288894,0.3828574,1.0,-0.08663876
1,Background,0.76659036,-0.5731591,2.0748565,0.6293728,-0.47630617,-1.3682017,1.0,-0.10358487
0,Signal,0.9443464,-5.5397406,-0.69747484,0.8908484,7.4804845,1.3627508,1.0,-0.017253084
1,Background,0.5864166,-1.2124664,2.703671,0.5103864,6.2002687,1.889695,1.0,-0.08173358
1,Background,0.6009859,5.4095945,-0.67503685,0.5490235,-5.3601537,-0.91757774,1.0,-0.10191696
0,Signal,2.1430697,6.3077936,0.055362586,0.74917364,3.288148,1.402126,1.0,0.21688868
1,Background,0.759293,-8.581838,1.1464617,0.2875089,-0.41982862,-2.057643,1.0,-0.02336373
1,Background,1.4970536,-6.131793,1.5254285,1.2940361,6.445481,-0.38066986,1.0,0.00433439
1,Background,0.68814707,6.7471285,2.8403661,0.39285055,0.07346916,0.018230803,1.0,-0.1122478
0,Signal,1.9159749,-6.0572667,-1.7911772,0.45537263,8.082397,-2.8366215,1.0,0.22182275
1,Background,0.5643474,1.1381997,-2.6232185,0.56376,-3.1468258,-0.8005945,1.0,-0.18130776
1,Background,0.74124813,-7.297027,1.1688882,0.46167338,-5.4186196,-2.1384811,1.0,-0.076822326
1,Background,2.1983964,-2.8456247,2.6264706,1.9829435,-0.9004439,0.5762925,1.0,0.013884746
1,Background,0.58701986,7.3732433,1.5970196,0.54737157,-0.61914855,0.36499238,1.0,-0.11351886
1,Background,0.9034487,1.0913988,-0.52449566,0.75256395,-3.191496,2.650181,1.0,-0.07906086
0,Signal,2.6278048,1.4396055,-2.670009,0.6058419,-2.0159574,-2.1994295,1.0,0.20103021
0,Signal,4.253799,2.2471094,-1.6321005,0.7457764,7.394111,0.9940397,1.0,0.23403227
1,Background,0.69666415,2.994925,1.210976,0.6314459,-3.6696584,0.8668444,1.0,-0.13397431
1,Background,1.0770806,-6.2493415,-0.2743931,0.9401715,-2.0347736,1.9033848,1.0,-0.052109834
0,Signal,1.1697011,8.507714,2.643758,0.6839757,-1.3781567,1.7102705,1.0,0.08651399
0,Signal,2.6125371,1.7637594,-1.439194,0.7157554,-1.9331695,-1.6300673,1.0,0.17903973
0,Signal,1.4258475,-3.467081,1.2783867,0.6745057,-8.139263,-2.0481675,1.0,0.10986757
0,Signal,1.0325115,5.8901677,2.7289832,0.53012484,4.342609,2.0395405,1.0,0.0026082194
1,Background,0.8040469,3.4328425,1.4591178,0.53104097,-4.453699,-0.46466318,1.0,-0.062233232
1,Background,1.2863178,2.1760569,-0.99089843,0.7860978,7.370253,3.1322248,1.0,-0.03368452
0,Signal,2.5837758,-6.721269,-0.8442258,0.6336198,6.4761877,2.8926857,1.0,0.22465818
1,Background,0.7905803,-0.35590795,-0.6797799,0.68065643,6.6119065,2.834167,1.0,-0.08850287
1,Background,0.7731067,4.2344575,-2.1289556,0.61421657,3.9472365,2.2264097,1.0,-0.12743928
1,Background,0.7276676,0.09577304,-1.2871243,0.57748586,-5.1666136,0.71822625,1.0,-0.07236195
1,Background,0.64085156,5.3081455,2.106849,0.60764736,-9.856873,-0.9334811,1.0,-0.13126466
0,Signal,0.9985115,-7.871364,2.4668047,0.50066423,-5.2668734,-1.9685508,1.0,0.028048178
0,Signal,1.3418385,-7.8291926,-0.8958128,0.7002424,-5.4397306,-2.7370436,1.0,0.20034528
1,Background,0.7953727,-1.8812592,1.901136,0.71317333,-4.298157,-0.32548538,1.0,-0.17691961
0,Signal,1.6994816,1.3846092,-2.591742,0.5843085,-3.4542317,-1.9623129,1.0,0.124292724
0,Signal,0.7207158,5.061726,0.2718851,0.58645093,5.5360036,0.67520565,1.0,-0.08012793
1,Background,0.7238546,-0.14336728,-2.1933234,0.7235441,-4.5542607,-1.4411288,1.0,-0.11731212
1,Background,0.66719997,7.028958,1.8061454,0.48728925,6.2551546,-1.472031,1.0,-0.09083628
1,Background,0.58116376,-3.2144272,-0.9337302,0.44240883,-3.1666527,-1.1963615,1.0,-0.12022941
0,Signal,2.1630528,-6.786371,1.0221108,0.39438218,-6.6644983,-2.8481972,1.0,0.33818108
0,Signal,4.779819,-1.8738185,0.10320234,1.0751698,-2.5580513,-1.154077,1.0,0.21355145
0,Signal,6.876895,-4.156784,-0.10282121,1.0263141,5.9852858,2.9626107,1.0,0.23529048
0,Signal,1.4666337,6.6012654,-2.8600318,0.5321754,3.130087,-2.6475782,1.0,0.014552197
1,Background,0.57640827,4.712235,-1.0815024,0.461338,-1.2567834,1.7946212,1.0,-0.120307766
0,Signal,3.590026,5.7908278,0.4414233,1.379446,6.096864,2.664704,1.0,0.22137968
0,Signal,2.0336707,6.488543,0.05028905,0.6671901,-5.77861,-2.6156135,1.0,0.23139684
0,Signal,1.0637144,7.1368504,0.6687056,0.40972745,-4.386181,1.8070487,1.0,0.057036996
0,Signal,1.8782109,-0.4798687,-0.66834015,0.94002295,-1.4282049,-0.1816664,1.0,0.06332456
0,Signal,2.3496761,5.718289,0.03820267,0.7671981,3.2855706,-2.6227827,1.0,0.16990985
1,Background,0.67018694,-2.4254546,-1.489557,0.46038866,-2.3038652,-1.2788162,1.0,-0.16019595
1,Background,0.6140639,-3.6828747,-1.5309925,0.56568354,-7.521134,0.093895055,1.0,-0.14874719
0,Signal,3.3277354,-3.4447796,-1.3362097,0.566938,-6.8832307,1.9585506,1.0,0.29189527
0,Signal,27.55077,-3.6553147,1.9608762,6.142831,-0.8989724,-2.017146,1.0,0.21517348
0,Signal,1.2015989,-7.397359,-0.9801222,0.46480072,8.035009,1.4715695,1.0,0.09176041
0,Signal,3.886369,-2.5818915,-2.1385455,0.93876714,0.7887707,2.2326396,1.0,0.27709928
0,Signal,3.1100566,-5.5887094,2.363833,1.268142,-1.154448,-1.2622383,1.0,0.23815225
1,Background,0.5526079,-2.7199519,2.0534818,0.41864622,-6.425733,2.3666768,1.0,-0.17059776
1,Background,0.68226945,-0.167955,-2.4347105,0.67708397,-1.2356522,0.6333202,1.0,-0.140195
1,Background,0.76409024,-1.5157285,-2.8725061,0.6369449,-1.5630431,1.1941843,1.0,-0.12708652
0,Signal,1.9918759,-0.30931067,-0.0316011,0.7556289,0.49869916,-1.2504922,1.0,0.092487715
0,Signal,4.29964,0.7363449,2.0409217,1.0124398,3.820416,-0.6128172,1.0,0.24189985
0,Signal,2.7847085,-5.724121,1.2981325,1.3158072,4.6450067,2.7110147,1.0,0.11185582
0,Signal,0.7397095,7.3125973,-1.4218946,0.33477277,3.5361936,-2.4459422,1.0,-0.054704264
1,Background,0.9003662,-5.329164,-1.0014849,0.8170644,-0.5379954,1.0906916,1.0,-0.07595567
1,Background,0.58204234,4.0936112,-3.108535,0.4209412,-6.6437826,0.52902806,1.0,-0.16998246
0,Signal,4.584816,-4.263304,0.22512235,0.82738626,3.9230454,-0.16080308,1.0,0.24729858
0,Signal,9.522715,-2.8152854,-2.1832347,0.62476534,-7.378481,1.9482409,1.0,0.3050584
1,Background,0.87442255,-2.1991308,-1.9243608,0.5243963,8.169683,-3.015698,1.0,-0.06444837
1,Background,0.80890644,6.5294514,2.979319,0.76604164,4.0875263,2.3370805,1.0,-0.14112747
1,Background,0.55388236,4.002845,2.8132634,0.36783946,0.53782976,1.0356025,1.0,-0.13883452
0,Signal,5.301242,-2.1834502,1.2705035,1.2262576,3.8166304,2.9760883,1.0,0.16741145
1,Background,1.0759633,4.1434617,-1.8848999,0.75214696,-4.695813,-0.5931595,1.0,-0.028353598
1,Background,0.86275756,3.522185,2.7355075,0.65791696,0.08629119,-2.3186748,1.0,-0.10308772
1,Background,0.65023494,3.3304644,-0.72767913,0.4912758,-3.3870053,-2.0098956,1.0,-0.13646826
1,Background,0.7324342,-0.9834141,0.96201026,0.70525485,6.5979977,-0.34426168,1.0,-0.14154738
0,Signal,1.3584144,1.7373576,-0.11395159,0.7367033,3.8855913,-1.150422,1.0,-0.039430436
0,Signal,1.2646335,-4.8550034,0.039674863,0.49605885,-3.0977025,3.1159434,1.0,0.047959246
1,Background,0.61594695,-8.208508,-2.9649663,0.529991,7.338973,0.8429633,1.0,-0.12617034
0,Signal,2.1878476,5.5217166,-0.12587452,0.64109796,-5.123883,-0.56172985,1.0,0.2961932
0,Signal,1.9863613,0.54763335,-2.39555,1.5512015,1.9864266,2.0669196,1.0,-0.006061779
1,Background,0.9089291,-7.944191,-1.0268553,0.78758466,-4.318781,-2.360702,1.0,0.0013311739
0,Signal,2.8549123,-0.9809442,0.6378713,0.7038142,-5.8910794,1.2439045,1.0,0.2598584
0,Signal,2.2826977,5.157373,-0.5511524,1.4288585,5.5514474,2.9056473,1.0,0.03753697
0,Signal,1.3073275,7.957794,0.16802149,0.6398683,4.6456375,-1.8407713,1.0,0.10236331
1,Background,0.77281886,-4.0755944,-2.1583934,0.5725893,-4.378211,-1.0883944,1.0,-0.118479796
0,Signal,1.8904258,-8.003017,-1.2891,0.72826254,-0.13321684,0.7666022,1.0,0.2386462
1,Background,0.77389646,2.6323388,-2.0886657,0.5142229,6.0722265,-1.1937386,1.0,-0.12953353
1,Background,1.1240648,-3.643317,0.4587343,0.6434973,-0.28674844,-1.2584256,1.0,-0.038395453
1,Background,1.1000516,0.94852763,-2.0149689,0.79548204,0.41978508,-1.9734735,1.0,-0.083790556
1,Background,0.9493341,-5.4672837,-0.046999235,0.8974131,-3.9213603,0.9975252,1.0,-0.08993275
1,Background,0.614294,1.2546151,-1.1275786,0.44515944,-0.6006612,1.5951301,1.0,-0.13995732
0,Signal,5.6322217,-5.361359,-1.0161194,1.9650453,-1.6097841,1.0437465,1.0,0.13805321
0,Signal,5.442246,-3.4034946,2.1116781,0.7235148,-3.9485056,2.4795885,1.0,0.20827217
1,Background,0.6172971,1.8558173,-0.61789256,0.38379875,3.966548,1.2567732,1.0,-0.11013347
1,Background,0.8164983,-2.1250498,-1.0119601,0.7795861,-4.6380596,0.63705254,1.0,-0.070766896
0,Signal,4.9687243,-4.5644326,-1.2200339,0.52089345,1.262778,2.64592,1.0,0.2468513
1,Background,0.5439084,-0.30140626,0.62169766,0.54269177,-2.63267,2.8557358,1.0,-0.19003533
0,Signal,2.2159433,-4.3127556,2.9649503,0.93712974,-5.220063,0.063059896,1.0,0.14905024
1,Background,0.41863677,5.1019382,-2.7887583,0.39777753,-6.4937596,-2.872519,1.0,-0.24542667
0,Signal,3.0334318,-4.615799,0.4489032,0.79513645,3.1963556,-0.27978748,1.0,0.20796268
1,Background,0.7678214,-1.929607,-2.2825282,0.74558806,2.369934,3.0836017,1.0,-0.13728406
1,Background,1.1270553,7.1864676,1.7041637,0.6772926,-3.9077024,1.7579383,1.0,0.014598989
0,Signal,2.1552446,4.2320905,1.2388169,0.6007284,-5.221164,-1.8535137,1.0,0.26084778
1,Background,0.65077573,4.1133156,-0.89926505,0.5858497,5.515528,-0.7433521,1.0,-0.1483733
1,Background,0.86008084,-4.890162,-1.5195751,0.66189694,-0.3399278,-1.0346577,1.0,-0.07280671
1,Background,0.4892089,-6.326866,2.6998827,0.38825685,3.436734,-1.419393,1.0,-0.13898964
1,Background,1.491133,1.9532703,2.2015326,1.3133847,-2.3567228,-0.673487,1.0,0.001663014
0,Signal,12.271065,4.545949,0.30762807,1.4441482,-0.9910559,2.5035038,1.0,0.21470949
1,Background,1.2191045,-0.5072723,-1.8481452,0.86207044,-0.18778299,-2.1652565,1.0,-0.059996165
1,Background,1.7725431,-2.790375,-2.6352587,0.6423408,-1.805165,1.2986994,1.0,0.069682494
1,Background,0.5619979,3.3327394,0.19733225,0.4264921,-5.852947,-0.19823375,1.0,-0.13041894
0,Signal,2.0788963,7.1144958,2.3724577,0.46077165,2.933134,0.2872216,1.0,0.22312386
1,Background,0.60802376,-4.1716437,-2.657315,0.6046673,2.302693,2.5190415,1.0,-0.16293351
0,Signal,1.9761263,-3.3103006,1.7574852,0.6414044,-7.052073,-1.9566115,1.0,0.24582592
1,Background,0.6821733,-2.276886,1.4997402,0.60300016,3.9417973,2.418382,1.0,-0.16040528
1,Background,1.1310939,-7.1973214,-2.0043952,0.88895196,-1.1753104,-1.3051709,1.0,-0.039375816
1,Background,0.8991015,2.8844626,0.7313814,0.5118155,-1.4399314,-1.5024157,1.0,-0.06300587
1,Background,0.67927,-3.4048107,0.13382958,0.66464025,4.4673734,0.2994997,1.0,-0.13652468
0,Signal,3.6332862,4.762099,3.0226207,0.6583353,4.0853043,-0.5713117,1.0,0.27593422
0,Signal,3.7092288,4.250769,-1.5918728,0.6280509,-0.08784451,1.3825797,1.0,0.26045874
1,Background,0.5535317,-2.3221965,0.99674284,0.5034148,1.6306479,3.001745,1.0,-0.15056303
1,Background,1.7083924,3.3814738,-1.47635,1.5237955,0.6998842,-1.3589249,1.0,-0.028948633
0,Signal,6.53033,-1.7445561,-0.18657927,1.3391725,-1.9860419,3.1183217,1.0,0.14941216
