classID,className,pt1,eta1,phi1,pt2,eta2,phi2,weight,BDT
0,Signal,1.6320099,7.2207117,-3.0203624,1.3533891,5.6770716,-0.18759437,1.0,0.031792577
1,Background,0.4008425,-7.250237,-3.077952,0.40051803,-6.92486,3.1234875,1.0,-0.18357225
0,Signal,0.95256567,5.5929317,0.25670603,0.51986504,-1.7315679,1.2751307,1.0,0.006059018
0,Signal,1.567957,3.2642212,-1.5406637,0.48983535,4.6854725,-3.0598085,1.0,0.073994935
1,Background,0.5501121,6.0039744,1.4734474,0.33381915,-4.8972044,1.901283,1.0,-0.08744825
0,Signal,2.693213,-1.8168857,-3.0088892,0.98616296,-4.5613976,-2.1628385,1.0,0.21982889
1,Background,0.65035653,1.6644293,-2.1615884,0.52669215,5.3189335,-1.7772008,1.0,-0.17340973
1,Background,0.83273125,-4.3142414,1.0011178,0.6513893,-6.582425,-0.23254788,1.0,-0.08869824
0,Signal,4.9708014,-2.9823494,-2.37236,1.2263913,-4.116045,-1.5047126,1.0,0.18229255
0,Signal,1.2897931,-8.116899,2.5297282,0.73013574,-0.7074956,-0.1734174,1.0,0.042629827
0,Signal,0.9386835,-4.1369467,-1.6644919,0.8365129,-0.5645409,-2.1012018,1.0,-0.045822237
1,Background,0.59755677,-6.8832974,0.9029735,0.56451935,6.562688,3.1375933,1.0,-0.1766023
1,Background,0.6072048,-1.1008781,1.8037105,0.56498456,-4.1532683,0.7404016,1.0,-0.1748395
1,Background,0.87131053,1.1056985,1.1285695,0.42242005,0.6435115,1.6452264,1.0,-0.07597172
1,Background,1.1024085,-1.5808842,1.6300813,1.0324538,6.943278,1.6310818,1.0,-0.039551087
0,Signal,2.0836818,3.036623,1.9445564,0.75595844,6.668352,1.4080046,1.0,0.13183643
0,Signal,7.421731,-1.8925285,-0.35912842,0.85495156,-4.8540463,1.5742999,1.0,0.30840716
1,Background,0.710719,0.11984197,-2.6073763,0.61331797,-6.8916206,-1.5678829,1.0,-0.15347366
1,Background,0.39793575,2.137095,-2.0633857,0.3671424,-2.1518757,-1.3484235,1.0,-0.13599607
0,Signal,4.2031574,1.3675712,1.2305298,1.0587722,-7.554577,1.5797648,1.0,0.29299608
0,Signal,2.8476968,6.61409,-0.625748,1.2374263,-4.6691737,2.5766697,1.0,0.11244062
0,Signal,2.9964182,-6.6182213,2.8376143,0.67380476,4.7746563,1.2648655,1.0,0.30209705
1,Background,0.62618244,2.9207585,-1.3705428,0.52021515,7.2554216,0.5947282,1.0,-0.17507313
0,Signal,3.416864,1.3263396,1.497557,2.448809,1.967802,-1.0058582,1.0,0.16685651
0,Signal,2.1498864,0.9557081,0.7684018,0.51350933,8.229859,-1.9722078,1.0,0.15998933
1,Background,0.7556768,3.40287,-0.12432702,0.534141,-3.8064413,-2.9643385,1.0,-0.16637921
1,Background,0.59833455,7.9183517,-2.612088,0.5762357,-6.7586436,0.53679276,1.0,-0.13940114
1,Background,0.6106766,-0.6500594,-0.14864424,0.5494814,-3.0240855,-2.066719,1.0,-0.19199145
1,Background,0.6899218,4.7037024,2.6093433,0.6458046,0.06319856,-3.1397133,1.0,-0.14450711
0,Signal,2.336144,-0.93963325,1.4391075,0.7287576,5.7537894,2.1045048,1.0,0.18826759
1,Background,0.6513096,-0.5148384,-1.365979,0.529241,0.26999214,-1.9330686,1.0,-0.17005756
1,Background,0.57245,-6.266922,1.7908301,0.563129,-4.3205485,-0.3512638,1.0,-0.18856765
0,Signal,2.0284574,3.2442596,-2.3613718,0.7968687,-1.903921,-1.7927066,1.0,0.15389064
1,Background,0.6377779,-3.3036578,-0.33637136,0.4678074,0.32345927,2.190488,1.0,-0.13187686
0,Signal,3.444634,-4.656981,1.1864247,1.1078523,5.3659496,0.9528535,1.0,0.18339333
0,Signal,1.8916942,4.9645357,-1.5421225,0.84777665,-1.5128102,2.2648728,1.0,0.13970678
0,Signal,2.1521082,-7.9780855,1.7069346,0.47375903,0.27202612,-1.3884323,1.0,0.35131365
0,Signal,1.5862805,-7.40712,2.391699,1.0367297,3.0982227,-1.9442712,1.0,0.10159093
1,Background,0.8621562,3.5488057,1.6031966,0.70015377,-0.8644499,-2.5219755,1.0,-0.08169798
0,Signal,2.4376795,-1.6026118,0.021188479,1.019274,-0.68802303,3.0158076,1.0,0.14011447
0,Signal,1.5016826,5.6238866,3.0039485,0.7308991,0.0014658646,2.7255871,1.0,0.022424562
1,Background,0.7469356,4.9621105,-2.4511142,0.73828155,7.020043,-1.1330832,1.0,-0.091546506
0,Signal,2.3275037,3.8136797,-1.6147443,1.0917037,1.3064308,0.91944736,1.0,0.10495897
1,Background,0.5490177,-7.2201467,2.8231633,0.40967363,-1.1932106,-1.3387403,1.0,-0.11399769
1,Background,0.93462664,-2.8283136,2.9037135,0.89266664,7.2111344,0.44283223,1.0,-0.025566299
1,Background,0.9352403,4.801752,-0.34331867,0.8296342,0.79369646,-2.6416929,1.0,-0.059914485
0,Signal,1.8528696,-6.6272883,0.48653358,0.7373906,4.922577,1.3898499,1.0,0.205732
1,Background,0.789696,1.7833439,-2.9774597,0.6598789,1.7635733,2.0770307,1.0,-0.13657941
0,Signal,2.077431,-7.083222,2.9119008,0.57710105,1.431118,0.1722579,1.0,0.26335752
1,Background,0.7719088,-2.161596,-2.9574115,0.6397949,5.349541,-0.80473477,1.0,-0.14278391
0,Signal,2.073091,4.783187,-0.75694114,1.5508171,-1.1651738,-1.5158955,1.0,0.03527094
0,Signal,5.842726,-5.578047,-0.00728039,0.821095,-2.324766,-0.6168931,1.0,0.279593
1,Background,0.5589213,5.225705,-3.0518305,0.5221621,2.4187536,1.5964514,1.0,-0.16841821
1,Background,0.46381086,2.3833895,-2.9330122,0.4232461,7.3771367,0.18815209,1.0,-0.15439959
0,Signal,1.72008,-1.4301358,2.2952526,0.5835515,8.111167,-2.3356066,1.0,0.14926095
0,Signal,1.985747,-7.657857,-1.1834681,0.65920115,-4.6683064,2.4084086,1.0,0.2726111
0,Signal,1.9994676,3.3036945,-2.675732,0.62586355,2.7727242,0.4881467,1.0,0.16805358
0,Signal,1.9589467,-4.0010867,0.57164013,1.2378308,-1.7713795,2.9011765,1.0,0.031277318
1,Background,0.788963,-2.6307304,2.8362517,0.4850486,-1.0315907,0.7749802,1.0,-0.084902816
1,Background,0.5443121,0.9188469,-2.6383584,0.54177403,0.86780643,1.7951587,1.0,-0.219711
1,Background,0.7410095,3.5927393,-2.9434366,0.63638854,4.0067506,2.9118905,1.0,-0.1559752
0,Signal,2.146473,0.19807836,-2.1893897,0.645766,-1.705599,-0.22319412,1.0,0.14526562
0,Signal,1.0071635,7.766997,1.3898922,0.73717064,-2.374608,-0.96806717,1.0,0.026541272
1,Background,0.71836907,3.4055965,-0.3350738,0.44603136,-4.812304,-2.0338662,1.0,-0.09661655
1,Background,0.7985558,-1.9097245,2.5448508,0.77141386,-0.36854562,2.7194574,1.0,-0.17443171
1,Background,0.532578,-3.7674308,-1.0254458,0.5200927,-4.9924865,-3.1116335,1.0,-0.11539878
1,Background,0.76631045,-5.753663,0.98900384,0.73736304,8.047766,-2.859906,1.0,-0.08157484
1,Background,0.64261454,-5.450461,-0.6348566,0.58736223,7.3686414,-2.8442576,1.0,-0.121491306
0,Signal,1.9694852,7.2458587,3.0849233,0.44729415,5.592791,0.56799823,1.0,0.20480776
1,Background,0.55134326,-0.41554546,-1.2952317,0.5467863,-1.6008079,1.4594635,1.0,-0.16319877
0,Signal,1.2567033,-5.5564575,0.38966292,0.9180334,-2.5808864,3.0624046,1.0,0.018968761
0,Signal,2.2273164,-0.8067355,-0.42135668,1.2990291,-3.0140498,2.1265116,1.0,0.028912408
1,Background,0.5375885,-3.007594,-1.0453858,0.41379222,-3.9362998,-2.6958551,1.0,-0.13230743
0,Signal,6.5111356,-1.9558153,-1.2479949,1.1427906,6.3577614,-2.7768357,1.0,0.27290362
1,Background,0.7143335,-4.428964,-2.3461192,0.6211812,2.7706206,-0.55967575,1.0,-0.073725194
1,Background,0.615835,-2.3058102,-1.6665007,0.34617963,2.0932264,2.1697555,1.0,-0.10657576
1,Background,0.81338537,1.6089357,-1.5577469,0.7484313,-2.594131,-0.8126029,1.0,-0.1164699
1,Background,0.5047178,-8.120492,-0.34274158,0.37446132,0.14711593,0.4814955,1.0,-0.14135773
0,Signal,2.2431183,-5.5239077,3.1381414,1.6377833,-4.5136824,-0.12068099,1.0,0.07409778
0,Signal,1.7657706,-3.348146,-2.934457,0.6202393,5.713916,1.1022611,1.0,0.08398932
1,Background,0.5916847,-4.833585,-0.2262159,0.55835086,-3.2741728,2.187783,1.0,-0.13862294
1,Background,0.6860002,-7.4625044,0.43853784,0.5548759,4.6305046,-1.7614961,1.0,-0.17865726
1,Background,0.58907396,3.7399716,-2.833573,0.58229303,0.04371081,2.1277964,1.0,-0.15722397
1,Background,1.0017228,-1.2400631,1.61957,0.7060379,-5.3097134,-3.076271,1.0,-0.04786294
0,Signal,1.6055648,3.6075716,0.9667254,0.6535166,0.06570989,1.0414295,1.0,0.03509785
1,Background,0.45100805,-2.5651095,-0.16842155,0.41758737,3.5815368,-2.1588748,1.0,-0.1936804
0,Signal,1.3551688,7.437281,-0.9493461,0.53764325,-4.147863,-0.235512,1.0,0.077944994
0,Signal,1.5856045,4.3371115,1.4800853,0.7359769,7.3178368,-0.97776127,1.0,0.05610758
1,Background,0.64003897,-1.7150402,-2.888124,0.4399013,3.0393806,-1.1392378,1.0,-0.16657071
1,Background,0.6657037,-6.331008,1.8579371,0.5821045,-6.162746,1.7213092,1.0,-0.13406374
1,Background,0.59790355,-6.579532,-0.7707373,0.5582801,5.133717,-2.8035076,1.0,-0.19323406
0,Signal,3.070418,5.556261,0.4702101,0.6650877,4.2000623,-0.382344,1.0,0.24771775
0,Signal,1.4479066,7.0264583,0.7033434,0.5650089,4.3109956,-0.8486237,1.0,0.121229604
1,Background,0.49138752,-6.4375777,-1.4231997,0.44175723,3.7418394,-0.72685796,1.0,-0.20197497
1,Background,0.8215068,-6.7540073,-0.036420427,0.5752671,-2.7220724,0.77964574,1.0,-0.13475741
1,Background,0.9990003,2.7736402,-3.0643764,0.64864993,-0.17830132,-1.9456211,1.0,-0.029164212
1,Background,0.7401216,3.6618726,-2.3695364,0.61444473,0.28038514,-2.3021324,1.0,-0.0963203
0,Signal,2.7464433,5.2659984,-0.07027818,0.71278906,4.5003486,2.3184283,1.0,0.23228703
1,Background,1.0226214,-7.1684303,-0.94867474,0.9042973,7.757098,1.8734164,1.0,-0.04479781
0,Signal,6.5060782,-6.1392255,-0.254179,0.8304338,-3.6802104,-3.132414,1.0,0.3831577
1,Background,0.5384283,-1.7937199,-1.4409523,0.45668733,0.40887672,2.4034812,1.0,-0.11751222
1,Background,0.8696186,5.5219817,-0.9155846,0.60171515,-3.955962,-2.255128,1.0,-0.042984456
0,Signal,1.6410003,7.4426656,1.0855929,0.39692312,-8.313346,-1.2019743,1.0,0.25619757
0,Signal,3.2260828,5.172683,-3.0666578,0.6244567,4.2779307,-1.5809407,1.0,0.22692572
1,Background,1.1097806,-7.3353143,2.810777,0.6978736,-4.7072372,2.3102841,1.0,-0.04936471
0,Signal,2.859322,-4.2700663,1.6301912,0.5937227,-6.0728326,-1.8077105,1.0,0.30507725
0,Signal,14.1148405,3.4216208,-0.24486797,0.79781324,1.2901678,2.4615674,1.0,0.2577744
1,Background,0.68904823,-4.1653585,-1.5460792,0.46528578,-5.6738653,2.8717782,1.0,-0.07665004
0,Signal,1.6703598,-7.2172747,-2.2900872,0.5694354,-8.42406,1.85692,1.0,0.14112175
1,Background,1.2716383,-8.580497,-1.6531892,0.5694263,-2.6454692,2.9102278,1.0,0.044533215
1,Background,0.952819,-3.2844658,0.7030693,0.89152485,5.752351,0.10410113,1.0,-0.10789295
1,Background,0.8281195,6.6028876,-1.6720803,0.7507681,4.4211206,2.70555,1.0,-0.10221345
0,Signal,1.8134633,6.63326,0.97449553,0.4057417,-3.7390058,-2.268575,1.0,0.20852664
1,Background,0.86431503,2.3104115,-2.3641047,0.68555385,-8.707954,0.24485354,1.0,-0.048018023
1,Background,0.7612183,1.2474638,0.7220883,0.70942134,2.3710527,0.4392362,1.0,-0.10979182
0,Signal,1.8918943,5.2655354,1.5277168,1.6613783,5.715284,-2.6599762,1.0,0.040329482
0,Signal,2.25268,5.7170324,-1.98133,0.5815663,7.3248134,1.5474935,1.0,0.2815278
0,Signal,4.3974843,-0.93469673,0.62619406,2.7239263,1.6626726,-1.5302072,1.0,0.14114714
0,Signal,3.4389675,5.9022202,0.038943812,1.1459289,-5.100389,2.651364,1.0,0.2852279
1,Background,0.9501839,-0.4690688,-0.59221566,0.42657554,-4.9934673,-0.5991147,1.0,-0.0019087298
0,Signal,2.9848125,0.51308054,1.294382,1.2529235,-1.6866945,-2.9948003,1.0,0.2099074
0,Signal,2.1836872,6.969215,2.0573833,0.94652516,6.0467744,-2.0234232,1.0,0.22101356
1,Background,0.4808,4.5865374,1.3726337,0.4666615,-1.3017489,-0.47245416,1.0,-0.09943926
0,Signal,4.033903,-4.1349936,-2.0261717,0.7854546,-0.6477804,-1.7973113,1.0,0.27765512
0,Signal,1.8079419,-7.838959,-3.0836496,0.4611257,8.124074,1.5910046,1.0,0.28142577
1,Background,0.9489303,6.354813,0.9268402,0.9108837,1.1128958,2.5221267,1.0,-0.07259505
0,Signal,3.0365016,-1.3968967,1.7196467,0.7978522,-1.6839553,1.9795754,1.0,0.21608134
0,Signal,2.2908125,7.286299,1.597556,0.8240221,2.27028,1.3128711,1.0,0.23966418
1,Background,0.84016573,2.5048897,-1.1991308,0.543229,2.289598,1.6387314,1.0,-0.10892673
0,Signal,2.8044882,-4.540415,-2.9217305,0.6742772,-5.8676367,2.2450047,1.0,0.2200098
0,Signal,3.872338,4.456756,-0.8342914,0.9368534,7.241036,2.902908,1.0,0.20627628
